Customer_ID,Age,Gender,CreditScore,Tenure,Balance,NumOfProducts,Education,HasTravelCard,HasCashBackCard,HasPointsCard,HasRewardsCard,HasSecuredCard,Transaction_Count,Avg_Transaction_Value,EstimatedSalary
891,19,F,373,0,9035.442598043808,1,1,1,1,0,1,1,1,20.83510148554917,34200.15929539403
434,62,F,816,9,193383.87835409527,5,6,0,1,1,0,0,4,482.4523123502232,145922.38697122727
955,67,M,825,9,195193.80069018772,6,6,1,1,1,0,1,4,423.2345591708844,142923.40355021597
514,49,F,841,5,127053.58574587847,1,4,0,1,0,1,0,4,101.35203270710143,128276.02735943251
747,65,M,806,9,194706.57107904568,5,6,1,1,1,0,1,4,459.52507691971914,148091.41690916708
184,40,F,834,5,133576.26891174345,1,5,0,0,1,0,1,4,226.93941573835286,139783.12129766872
609,24,M,372,1,7857.430590454984,1,1,1,1,0,1,1,1,33.20149166868552,44750.5455917366
25,42,F,817,5,110433.40210453584,1,4,1,1,0,1,0,4,277.9102944768235,119027.83354113872
334,23,F,399,1,5999.57686240016,1,2,1,1,0,0,1,1,31.26468349646434,29279.0401155117
142,18,M,368,0,7930.21909037995,1,2,0,1,0,1,0,1,36.66162768810685,45638.26586725555
152,51,M,823,6,132549.59919335964,1,4,0,0,0,0,0,4,121.82353606901752,135718.85902029686
877,43,M,829,5,104481.65046404452,1,5,1,1,0,1,0,4,104.68615627701413,129634.97539783025
1,62,F,789,9,196087.72957808987,6,6,1,0,1,0,0,4,401.6806859548347,143607.75424809178
836,67,M,842,9,194096.5651287552,6,6,1,0,1,0,1,4,403.82307525245284,146030.91057308973
228,61,F,761,9,199345.81936368477,6,6,1,1,1,1,0,4,495.28139570500895,142086.20519887147
3,24,F,392,0,8333.020519045962,1,2,0,1,1,1,1,1,40.86247426014637,32690.26621395557
888,42,M,834,6,140395.0948630253,1,5,0,1,1,1,1,4,260.3554419507453,110832.58305169837
579,60,F,805,9,195202.29646022184,5,6,1,0,1,1,1,4,423.97255943451114,143957.37031730232
67,61,M,765,9,192724.83263860704,5,6,0,1,1,1,0,4,405.46102747658654,147307.6481387959
906,19,F,393,0,6057.052152241137,1,1,1,1,0,0,0,1,49.92766053591756,25445.3269268263
373,60,M,757,9,197562.32678314188,5,6,1,0,1,0,0,4,477.45610376091054,140185.6920393383
980,21,M,394,1,7148.306088948057,1,1,0,1,0,1,1,1,33.09203682666511,27179.92885753805
730,18,M,353,1,1428.057825912753,1,2,0,1,1,1,0,1,30.739596386154883,24064.953529865918
689,21,F,303,0,3281.555138742194,1,1,0,1,1,0,1,1,45.926777817141826,43906.47990417594
626,44,M,818,5,125372.21230023734,1,5,0,1,1,1,0,4,231.06534664202889,131714.08332941463
49,22,F,350,0,7741.102175972624,1,1,0,1,0,1,1,1,42.42171645488669,30456.28486241504
927,47,F,835,6,121121.85484380925,1,4,1,0,1,1,1,4,110.05083623511493,136440.83811639601
413,64,M,821,9,198797.2073553093,6,6,1,0,1,1,0,4,483.8498174840262,143491.08434100306
656,60,F,840,9,191195.49045471905,5,6,1,1,1,1,1,4,442.216080793446,140949.79205905294
235,18,M,382,0,876.9992707108931,1,1,1,1,0,0,0,1,38.47876145052523,42676.534585260095
947,53,F,818,6,114281.88093363467,1,5,1,1,0,1,1,4,294.0674955050236,132312.5862277398
648,19,M,311,1,9785.424343024126,1,2,1,1,0,0,1,1,41.63726252090708,45495.70760663541
634,52,F,835,6,109055.81201895176,1,5,1,0,0,1,1,4,137.6739530017436,118263.02787188972
418,23,M,355,0,2022.519188328169,1,1,0,1,0,0,1,1,30.705867674813803,33956.34758316311
375,69,M,827,9,190200.57906106205,6,6,1,0,1,0,1,4,457.84147253145625,143779.3225659737
272,67,F,781,9,195799.65177226838,5,6,1,1,1,1,0,4,416.03931511746083,149023.07906231363
184,62,F,761,9,197600.09337538338,5,6,1,0,1,1,1,4,480.8825501387344,147728.03888469134
820,22,F,356,0,6061.7817399534015,1,2,1,1,0,0,1,1,36.188211066477834,32287.924223855884
641,69,F,824,9,198116.06739621935,5,6,1,1,1,1,1,4,402.03211239984745,140450.44467138365
799,44,F,811,6,111445.49589314956,1,4,0,1,0,1,0,4,234.12694931760848,125804.03512562298
985,21,M,356,0,4293.521818880232,1,2,1,1,1,1,0,1,22.612616185270845,28819.889439970575
777,42,F,804,5,120897.76921909346,1,6,0,0,0,1,0,4,181.9534491313123,124076.34214551399
560,54,F,827,6,133485.9061912737,1,4,1,1,1,1,1,4,280.40996482468904,134955.5215361213
636,61,F,785,9,194077.18141264966,6,6,1,0,1,0,0,4,484.7394106180035,141792.18539568002
734,52,F,825,5,106524.88227744264,1,5,1,0,1,1,0,4,194.40599187947873,124745.57758409104
603,43,F,802,5,106116.66425522791,1,6,1,1,0,1,1,4,140.0308833321803,119153.81141459587
794,48,F,830,5,130219.24131603571,1,5,0,0,1,1,0,4,250.65460714778783,147638.90847739126
271,22,M,367,0,9884.12285514249,1,1,0,0,1,1,1,1,25.78301904850721,25138.221145077503
536,22,M,357,0,2566.302688047589,1,1,1,1,1,1,0,1,33.603255094423474,23812.299264272024
517,19,F,396,1,3118.468512062915,1,2,0,0,0,1,0,1,25.779030408303473,48497.677029318314
833,47,M,821,6,108213.63113980193,1,4,1,0,1,1,0,4,174.144573164179,123250.96059464414
908,46,F,849,5,110302.81501956547,1,6,0,1,1,1,1,4,194.1574017802825,135828.4759272695
936,67,F,772,9,199037.62761068414,5,6,1,0,0,1,1,4,490.64227306587713,140716.45286434895
996,66,M,817,9,195810.92052719032,5,6,1,0,1,0,1,4,455.80236087146403,149472.65813090728
442,50,M,816,6,112247.68960142076,1,4,1,1,1,1,1,4,130.9290322944887,138349.75737743953
874,63,M,802,9,190127.01857746587,5,6,1,0,1,0,1,4,422.948823561659,147685.84222182856
205,48,M,841,5,142449.84007728667,1,5,1,1,0,1,0,4,166.52123014807833,117238.71780025656
227,40,M,802,6,112776.54167355644,1,6,1,0,0,1,0,4,204.5391661435902,137416.83125518513
184,22,M,349,0,1456.190641087284,1,2,1,1,0,1,1,1,32.94036492115327,24436.523933347416
777,19,M,303,0,6097.105129160022,1,1,1,1,0,0,1,1,48.49651358754025,47750.02403203329
382,62,M,781,9,196862.44691249254,5,6,1,0,1,0,0,4,483.4251227707798,144353.40846861116
236,41,F,817,6,131272.87146197408,1,5,0,0,1,1,1,4,111.47281896484775,118361.73698461308
127,69,F,765,9,193329.72534783414,6,6,1,0,1,1,1,4,476.41030424432626,146037.0859765325
948,62,F,824,9,190999.87381669713,6,6,1,0,1,0,0,4,451.18529155498567,146118.63117933786
702,24,M,351,1,6592.057503995774,1,2,1,0,1,1,0,1,27.527432766528428,34812.180819163936
443,48,F,807,6,143376.50364546743,1,4,0,0,1,1,1,4,282.2854720151138,126420.55482016002
270,19,F,303,0,4052.586329604465,1,2,1,1,1,0,1,1,37.73031384454063,32856.71661278378
704,65,M,750,9,192252.9926792125,5,6,1,0,1,1,0,4,488.7490279609111,147906.98501527574
122,43,M,827,6,128926.07222865068,1,4,0,1,0,1,1,4,144.72193637177926,107158.64225239075
733,46,F,835,5,106180.5843077991,1,4,0,0,1,1,0,4,239.73708915751547,124989.84839558559
603,68,M,815,9,192846.85450480194,5,6,1,0,1,0,0,4,482.1631500012485,142598.71045141722
336,61,M,798,9,192984.79728995427,5,6,1,1,0,0,0,4,484.0104140311211,142785.18313093085
822,48,F,836,6,115629.85432333742,1,4,1,1,0,1,1,4,104.8631163398706,104108.77513325962
299,62,F,785,9,199415.27022679144,6,6,0,0,0,1,0,4,469.99081879986664,141471.91750125497
360,43,M,820,5,119671.8408189447,1,5,0,0,1,1,1,4,214.77949671954306,120244.71207563956
42,24,F,321,1,2665.7485618362443,1,1,0,1,0,1,1,1,43.14948578905815,48677.87966533396
771,53,F,801,6,138607.76739296573,1,5,0,1,0,1,1,4,280.1055122366327,115049.4152546228
261,52,M,810,5,126196.94189485052,1,6,0,0,1,1,0,4,172.74328607873102,116548.73516021881
739,64,M,804,9,198205.16967876407,5,6,1,1,1,1,1,4,453.9389105063974,147859.45276029932
192,19,F,368,1,8582.321955960528,1,1,1,1,0,1,0,1,47.61047951697891,37598.217686406555
631,19,F,308,0,8734.269874638137,1,1,1,0,0,1,1,1,35.594874980107654,22277.25661380519
735,40,M,836,6,110088.3638880123,1,5,0,0,0,1,0,4,103.58419119550477,141193.16060141794
667,67,F,824,9,195436.20285381292,5,6,1,1,1,0,0,4,444.23777084798786,146766.3611567606
870,67,M,794,9,195511.95261496198,5,6,1,0,1,0,1,4,441.7135141440725,141021.74011940867
748,49,F,832,5,100190.73003726837,1,4,0,0,1,1,0,4,285.95930809113685,138658.15391674615
948,45,F,813,6,138274.9052332515,1,6,0,1,0,1,1,4,153.89475133754596,129088.5126878334
185,20,M,300,1,3690.507340035414,1,1,1,1,1,0,1,1,28.87167922780299,30594.559225970628
179,68,M,838,9,190230.23861438624,6,6,1,0,1,1,0,4,457.0493145536329,146801.40136446973
146,65,F,842,9,192802.74993364167,5,6,1,1,1,1,1,4,443.4288396716586,147780.74393705983
285,69,M,758,9,195778.8135498774,6,6,1,1,1,1,1,4,497.8985290193648,147293.39707615974
191,41,F,832,5,121322.03707068945,1,5,0,0,0,1,0,4,134.072966882843,104862.02994532595
230,67,M,824,9,199584.94910854741,5,6,1,1,1,0,1,4,408.6649365363015,141284.28569900058
157,46,M,812,6,134155.9469498204,1,6,1,0,1,1,1,4,122.1658001270945,111540.60483930114
646,60,F,794,9,196553.8646482619,5,6,1,0,1,0,1,4,443.87969618615256,149340.53210167077
27,64,M,816,9,193258.3593221678,5,6,0,0,1,0,0,4,438.50440569933517,143694.35329589338
116,21,M,346,0,5269.750329236305,1,2,1,1,0,1,0,1,43.52899420851839,48068.839593241566
454,45,F,802,6,148557.60539129714,1,5,1,1,0,1,1,4,196.57372592057084,128774.33589086552
417,22,M,306,1,4593.42154283841,1,1,0,1,0,1,1,1,26.71670359953407,30564.919765033
484,65,F,827,9,190393.20714036713,6,6,1,1,0,0,0,4,413.6543436040373,140532.80920912896
47,20,F,369,1,1282.5211465659936,1,1,1,1,1,0,1,1,28.818756375341327,28023.33530716684
218,18,M,315,0,9320.282773109231,1,1,1,1,1,0,0,1,30.920160288243284,35640.19379812086
954,60,F,835,9,198491.4512236371,6,6,1,0,1,0,1,4,482.63600504895845,146054.84839554154
350,51,M,811,5,131605.0052475954,1,4,0,1,0,1,1,4,185.2108675304084,138831.01054465066
143,48,M,821,6,101120.14884445001,1,5,1,1,0,1,0,4,291.13992562540653,128469.88155930478
914,50,M,815,5,144695.69460274675,1,4,1,1,1,1,1,4,196.68463752478047,114817.15245890508
295,67,M,829,9,196160.0691538937,5,6,1,1,1,0,0,4,410.58166165412194,141602.05110784914
769,48,M,837,6,122060.72981187259,1,5,0,0,0,1,1,4,113.5263381722734,148203.10192139755
347,19,F,301,1,4432.521828541392,1,2,1,0,0,1,1,1,29.09690558438417,26066.461717704122
265,19,F,367,0,8641.078562538003,1,1,0,1,1,0,0,1,24.826312508772467,41721.616705841894
578,24,M,333,0,6893.773191486933,1,1,1,1,1,1,0,1,22.050110435974247,29641.108086467262
928,66,M,759,9,195509.02958696178,6,6,0,1,0,0,0,4,445.85228442000545,140688.1469308715
541,54,M,822,5,103944.1473258332,1,4,0,0,1,1,0,4,102.43355774346847,114663.91494985687
750,21,F,368,0,8195.741973939095,1,1,1,1,0,0,0,1,41.72220641634324,29732.963973857895
353,18,M,386,1,9274.180216536122,1,1,0,1,0,0,1,1,38.96656297300121,39383.94145077843
335,62,F,820,9,193770.85161479906,6,6,1,1,0,0,0,4,497.4528976983364,141065.94594757407
412,22,F,391,1,854.2614788300962,1,1,1,1,0,0,1,1,29.08429224394114,49188.698960211776
182,69,F,763,9,191617.3504461693,6,6,0,0,1,0,1,4,441.550151451224,143918.06146531706
618,48,F,836,6,102490.60783667694,1,5,0,0,0,1,1,4,106.81381865300452,108614.21262854818
837,44,F,803,5,143048.5712962815,1,6,1,1,0,1,1,4,208.30950976294918,133866.10419536484
948,24,F,320,1,5898.8314573642765,1,2,0,1,1,1,0,1,44.87411250050663,35652.08817485042
19,41,F,824,6,133393.98258969074,1,6,1,0,1,0,1,4,149.52583326821173,107949.9007300401
922,23,M,329,0,9625.890982857996,1,2,0,1,1,0,1,1,26.25185213384145,43824.62818030095
700,60,F,792,9,195110.82740249197,6,6,1,0,1,1,0,4,412.1492390875544,149519.12240224602
926,23,F,349,0,5349.568049653304,1,1,1,1,1,0,0,1,32.920626159086424,40163.21986534561
864,52,M,839,5,128648.61966606259,1,4,0,1,1,1,1,4,249.61902203185048,121554.56431695442
201,18,F,371,1,9687.936583505405,1,1,1,1,1,0,1,1,44.443459461164004,23631.44236313906
879,62,F,807,9,199112.4015174132,6,6,1,1,1,1,1,4,402.5817158155055,144990.66160255627
7,62,M,777,9,199235.6686060038,5,6,1,1,1,0,1,4,468.7738509520199,145735.87472944555
213,40,M,807,6,142555.7610471,1,5,0,0,0,1,1,4,109.1231425287176,135308.63991427567
596,60,M,828,9,193575.68618138594,5,6,0,1,1,1,0,4,493.9424568525564,142550.78611659945
652,18,M,384,1,9642.448516979237,1,1,1,1,0,0,0,1,25.90840367154612,41507.240506177106
967,45,F,807,5,116273.54933730714,1,4,0,1,0,1,0,4,169.53352283050816,140066.80165255768
122,20,F,362,1,2237.7536940084597,1,2,0,1,1,0,0,1,36.47420771587514,21047.05061310197
256,45,F,836,6,102112.73140022835,1,6,0,0,0,1,1,4,272.16947587089015,146804.05713256617
848,43,F,812,6,110307.69749151614,1,6,0,1,1,1,0,4,112.14782247047856,147463.70645571226
377,60,M,829,9,198987.97433273055,6,6,1,0,1,0,0,4,471.97947887566653,146194.73691446555
614,51,F,831,6,129026.63933950127,1,6,0,0,1,1,0,4,145.90897115807198,145251.97438793082
303,40,F,820,6,140629.34093218626,1,4,1,1,0,1,0,4,232.3235114497115,139820.25757662137
235,42,F,833,6,133887.4309516656,1,6,0,1,0,1,1,4,117.79893893118239,122873.9612882131
58,44,M,845,6,121131.90556279803,1,4,1,0,0,1,1,4,291.55306840103407,122866.89962468627
172,62,F,769,9,198152.6371290961,6,6,1,1,0,0,1,4,444.26677895404674,147540.93046027402
260,65,F,821,9,195833.51322003626,5,6,1,1,1,1,1,4,416.42723289664036,142669.64225899952
373,19,M,304,0,7782.765689505563,1,2,0,1,1,1,1,1,22.716256711271132,24302.380598415704
306,68,M,782,9,196611.76727481186,5,6,1,1,1,0,1,4,440.9561219988061,142010.13575021812
652,54,M,840,6,140261.51257703296,1,6,1,1,0,1,1,4,198.1354981053128,132927.91584119407
602,22,M,375,1,4904.428585593952,1,2,0,1,1,1,0,1,49.191346756516545,46851.78455878748
564,21,M,333,0,3437.255956295436,1,2,1,0,1,0,0,1,31.65371637720926,31356.76610015024
268,24,F,325,1,7287.838831594915,1,2,1,1,1,0,1,1,44.698076647208644,22151.587025814362
709,19,F,398,0,8816.043592406031,1,1,0,0,0,1,1,1,21.21002671880302,23447.808434731076
831,22,M,399,0,8208.643985669842,1,2,1,1,0,1,0,1,35.77057382021109,37886.342944773525
646,22,F,398,0,5281.95358177644,1,2,0,1,1,1,1,1,45.15492544457897,25424.03700670559
937,68,M,830,9,196746.52312322723,6,6,1,1,1,0,0,4,490.9542227631716,140547.76222164257
699,63,M,811,9,196313.53662883697,6,6,1,0,1,0,0,4,422.95576938178124,140469.928246791
593,22,M,393,1,3252.06956824053,1,1,0,1,1,1,0,1,20.58141500984494,22799.5546641243
392,20,F,321,1,7638.479574990652,1,1,0,1,1,0,1,1,29.219072710592396,32534.134928387488
78,23,F,364,0,7277.72857518766,1,1,0,1,0,0,0,1,32.68245217486092,27511.26368000631
461,60,M,757,9,190962.12597895274,6,6,1,0,1,0,1,4,431.2387491230318,144964.56534731996
100,43,M,812,6,119652.20407203061,1,4,0,0,0,1,0,4,185.35029502987268,148854.82272801996
757,24,F,362,1,5406.4943010033485,1,2,0,1,0,0,1,1,47.16820666047582,33710.530967211074
586,52,F,837,5,142369.7070479629,1,4,1,1,0,1,1,4,182.24145753932373,107785.39705408974
313,41,M,847,5,116962.58270733408,1,4,0,0,1,1,1,4,194.35383952239442,148583.73042647485
606,22,M,361,1,3861.969079270001,1,2,0,1,1,1,1,1,33.456550393312575,22584.43245408567
287,47,F,835,5,108221.62938511895,1,6,1,0,1,1,0,4,132.87989587858658,127743.00400702919
557,41,M,821,5,114148.46374757601,1,4,0,0,0,1,1,4,236.36714583706683,112972.99614981738
39,23,M,375,0,978.8696855379475,1,2,0,1,0,0,0,1,47.35808758449253,40012.74448804724
233,51,F,836,6,108363.63100857635,1,4,1,1,1,1,0,4,277.7450840319845,101625.84630411425
791,65,M,849,9,192846.73933213358,6,6,1,0,1,0,0,4,438.16531881687763,140019.44301532116
36,65,M,809,9,196070.8275393265,6,6,1,0,1,0,0,4,491.14583956793325,147845.30446516507
201,65,F,847,9,192954.46364515863,6,6,1,1,1,1,0,4,402.78640481777984,140132.90345088742
663,44,F,848,5,106836.9771083093,1,6,0,0,1,1,1,4,126.2623260914262,100941.82431698582
621,19,F,369,0,8612.036016119313,1,1,1,1,0,1,1,1,35.68566283924401,41113.64272754001
82,40,F,841,6,114795.37911649389,1,4,0,0,0,1,1,4,238.60656999862886,138324.023897124
217,61,F,759,9,194783.78489628943,5,6,1,1,1,0,1,4,424.4039127910595,142771.82920782812
745,66,F,760,9,192856.03993484157,6,6,1,1,0,0,1,4,403.29040514298123,143377.65998708617
963,62,F,803,9,199874.84689949374,6,6,1,1,1,1,0,4,461.3639349253152,143490.65979423386
906,42,M,805,6,129184.80058439399,1,6,0,1,0,1,1,4,137.79855914650275,128481.85368460172
321,23,M,387,1,9242.25181449517,1,1,1,1,0,0,0,1,26.138043550171552,30843.064496217634
389,21,F,396,1,3230.532573193361,1,1,1,1,1,0,1,1,31.80404600394104,27239.784974754664
766,48,M,825,6,140278.31306068558,1,4,1,1,0,1,0,4,129.43930057415696,147967.3172773159
487,50,F,824,5,140324.9074816021,1,4,1,0,1,1,1,4,203.01576631334902,125122.56696457099
958,60,F,842,9,194923.44624377726,6,6,1,0,1,1,1,4,451.1219156943217,147839.20970761674
913,19,M,326,1,372.26950194297,1,1,0,1,0,0,1,1,38.88194835405404,32712.029197564938
513,22,M,326,0,6558.92015710585,1,1,0,1,1,1,1,1,36.397642512720815,47792.62447698458
272,24,F,307,0,5064.6207221726245,1,2,0,1,0,0,1,1,28.040965474204384,47438.17665871858
152,21,F,311,1,4464.115384662525,1,1,0,1,1,0,0,1,38.75035393917006,36737.89760004999
607,60,F,788,9,192041.09954484773,6,6,1,0,1,1,1,4,472.1611369340226,142660.4151465533
150,60,M,784,9,196290.2990364072,6,6,1,1,1,1,0,4,421.4943129926176,142566.13852301368
522,60,F,839,9,193299.42397116372,5,6,1,1,1,1,0,4,480.61317825993706,141058.6148108156
755,47,M,820,6,109034.59686647214,1,5,1,0,0,1,0,4,232.60426192324647,144659.81269881228
267,45,M,837,6,140578.8759031333,1,5,1,0,1,1,1,4,234.13799025343803,100270.36503295123
827,52,M,821,5,133002.8031783184,1,5,0,1,1,1,1,4,239.162762507519,123360.93508982062
588,44,F,802,5,116764.15263410393,1,5,0,0,0,1,0,4,115.55424142733426,143499.73847317425
326,53,M,833,6,128040.72646313852,1,4,0,1,0,1,0,4,202.8076263268784,116338.14892411452
79,44,M,832,5,120128.93405144995,1,5,0,1,1,1,0,4,242.1196010222894,134168.86086544843
676,19,F,318,1,7661.546596708555,1,1,1,1,0,0,1,1,33.889750618771366,49556.89726213556
24,47,M,837,5,119037.11513216015,1,5,1,1,1,1,0,4,292.8600939934002,110679.05735123553
401,64,M,787,9,194073.44878723295,5,6,0,0,1,1,1,4,460.88604102193824,147802.67471238345
333,51,F,806,5,102654.71858602132,1,5,1,1,1,1,0,4,165.22791690377647,100018.12859925604
201,44,F,803,6,110843.12306177546,1,4,0,1,0,1,0,4,124.92105676264929,134728.00351968902
464,41,F,835,5,119485.8640669301,1,5,1,1,1,1,1,4,283.6329921728705,118980.13493164197
965,41,M,817,6,102741.22061965188,1,5,0,0,0,0,1,4,209.4228747155757,111447.82723608623
871,69,F,762,9,196288.30482690476,5,6,1,0,1,1,0,4,431.18217907499167,146550.29271378627
775,50,F,806,5,119428.02960549787,1,6,0,1,0,1,1,4,211.08890595107925,130563.94266488182
532,24,M,354,0,6652.590450931977,1,2,1,1,1,0,1,1,22.36062419923409,22312.188684200228
919,67,M,782,9,193187.93479294633,6,6,1,1,0,1,0,4,457.28594969977314,148229.55079426637
326,18,M,343,0,8084.187796444147,1,1,0,1,0,0,1,1,31.318214837134516,21016.052106555504
701,46,F,811,5,110315.85120273798,1,6,1,1,0,1,1,4,229.87970877865527,106670.47495492641
224,19,F,392,0,9689.618643711703,1,2,1,1,0,0,0,1,41.64984712859313,20979.043375857862
511,61,M,773,9,196393.64670636988,6,6,0,0,1,0,0,4,423.33010203979137,142229.14280717596
664,63,M,774,9,197426.30303609345,6,6,0,0,1,0,1,4,405.46779160851634,146209.90835953687
109,23,M,366,0,5600.8740365732165,1,1,0,1,1,0,1,1,39.708025625265904,36492.637718919796
935,42,F,816,5,123699.73178051067,1,4,1,1,0,1,1,4,298.55651487854163,126273.51605850205
318,66,M,763,9,198971.2141184327,5,6,1,0,1,0,1,4,432.90001995000233,142510.8028978505
4,22,F,369,1,319.34025619011373,1,2,0,1,1,0,0,1,32.630591139828184,46205.760452836366
579,52,M,807,6,126017.11200626151,1,6,1,1,0,1,0,4,142.54809418014008,116370.76442922303
207,61,F,754,9,193608.31817834047,6,6,1,0,1,1,1,4,402.9533225288316,147584.18283050513
901,24,M,365,0,6719.886502245373,1,1,1,1,0,1,0,1,41.65416572191225,43373.12293654798
597,64,M,786,9,194602.82442291823,6,6,1,0,1,1,1,4,414.73774788740445,146054.1947056959
568,44,M,808,5,147591.87112708835,1,6,1,1,0,1,0,4,200.40000963633625,148848.13409551908
922,62,M,828,9,195013.6500117179,6,6,1,0,1,0,1,4,444.5254459078236,144470.421655275
837,20,M,376,0,9465.22542057224,1,2,1,1,1,0,1,1,27.94015920240768,24325.832064564467
344,63,F,820,9,194040.0877265458,5,6,1,1,1,1,1,4,426.0190621535759,143511.28456342514
478,41,F,808,6,132822.70031544674,1,5,0,1,1,1,0,4,129.63670498232764,108936.93369602952
463,19,M,306,1,3443.0146551893704,1,1,0,1,0,1,0,1,37.010157055918356,49288.38555619524
430,22,M,344,1,6948.006653204486,1,2,1,1,1,1,1,1,23.596267515310544,42835.927529543624
771,67,F,791,9,193641.99865121013,6,6,1,0,1,0,1,4,466.4767710005825,141275.17057049758
413,43,M,803,5,130528.70665944362,1,6,0,0,0,1,1,4,174.2014945137354,119124.71764355197
969,65,F,757,9,196065.9159922934,5,6,1,1,1,0,1,4,460.45494471816113,142411.1007154889
52,24,M,367,0,3139.3581266240576,1,2,1,1,0,0,0,1,44.91022888634377,49579.15491237524
262,68,F,815,9,195535.29137991281,5,6,1,1,1,1,1,4,445.40151037809164,147853.33771088146
325,18,M,356,0,4973.730712975493,1,1,0,1,1,0,1,1,31.59042453606505,23339.86075800987
896,18,F,307,0,3757.0859821315107,1,1,0,1,1,1,1,1,34.0432004682072,24527.124920289785
621,50,M,835,5,120611.64503376052,1,5,0,1,0,1,1,4,197.35897848795264,136691.7180354431
985,54,F,836,5,126307.02249772617,1,4,1,0,0,1,0,4,292.63647567280486,113315.27993504688
996,53,F,847,6,113712.92921535454,1,4,0,1,1,1,1,4,135.03812118346937,138671.8422845205
823,64,F,805,9,191933.66566220392,5,6,1,1,1,0,0,4,420.7269876509697,142298.42532518957
394,54,M,844,6,128162.05991511003,1,5,0,0,0,0,0,4,108.34760876289305,133474.10008872795
522,43,M,820,6,125794.7695416786,1,4,1,1,1,0,1,4,176.2142857685001,110232.4095905942
934,20,M,360,1,395.8501372268586,1,1,0,1,1,1,0,1,49.579704244533154,48110.837720199925
864,66,M,803,9,199598.42640043466,6,6,1,1,1,0,0,4,470.88490441782784,140116.51524366773
151,68,F,840,9,195481.75642824927,6,6,0,1,1,0,0,4,439.6990552166354,143678.99808066714
363,49,M,839,5,120299.00753996325,1,6,0,0,1,1,0,4,191.68363178654877,107679.18384922334
938,47,F,838,5,148623.48633154258,1,6,1,1,1,1,1,4,217.91468678621203,135114.78432906623
139,23,F,392,1,9874.567428323078,1,2,0,1,1,0,0,1,26.357142465896406,22262.326009762117
786,22,M,398,0,6851.468548771166,1,1,0,1,0,1,1,1,27.766656676452037,46757.16844889166
173,45,F,842,5,144628.36174559552,1,6,0,1,1,0,0,4,283.82501905743425,108157.66687720388
363,62,F,849,9,192075.67992236128,6,6,1,0,1,0,0,4,480.853896335345,148324.87476413941
200,19,M,383,0,1445.8092340502592,1,1,0,1,1,0,0,1,47.853073323601315,31757.282386572104
567,48,M,805,6,128625.0701862314,1,6,0,1,0,1,1,4,253.97233625958643,102712.35579578337
896,69,F,753,9,198847.45610022417,5,6,1,0,1,1,1,4,405.415392505723,147507.36140787875
916,60,M,836,9,191105.25504313718,6,6,0,0,1,0,1,4,431.0083380596211,144513.01083930949
294,49,F,829,5,101508.06372481016,1,4,0,0,0,1,1,4,156.7905411805139,115593.65612207942
838,54,F,811,6,128259.47857174954,1,6,1,1,1,1,0,4,122.48892696296787,120729.64017949841
555,47,F,844,6,105438.5569399792,1,4,0,0,0,1,0,4,284.38371656173257,132328.8472530226
339,69,F,838,9,194307.29169071416,5,6,1,0,1,0,0,4,436.8329935219962,143338.34610796973
840,22,M,366,0,5232.28614994365,1,1,0,1,0,0,0,1,41.517382165066586,43093.372673260346
140,40,F,849,6,115101.92751933642,1,6,0,0,0,1,0,4,150.45461619607153,115443.15991436102
38,40,M,804,6,114271.6809553337,1,6,0,1,0,1,0,4,168.64866224159186,111806.35593498069
197,20,M,371,0,6421.277301329082,1,1,0,1,1,0,0,1,20.4286900372856,35993.06219852742
982,44,M,828,5,103237.48876966964,1,4,0,1,1,1,0,4,193.37927540037109,142891.09489937453
21,51,M,824,6,136834.02478001176,1,6,0,1,1,1,1,4,277.50755838267963,149037.94357689272
882,60,M,772,9,198594.34213946734,5,6,1,0,1,0,0,4,431.4126586118888,145669.3413122139
553,48,F,840,6,125217.6433544967,1,6,1,0,0,1,0,4,291.76229191642835,104498.75678791579
414,65,M,787,9,192137.69396826637,5,6,1,0,1,1,0,4,410.2702636856907,142144.48915195942
970,46,F,811,5,131685.27832040843,1,4,0,0,1,1,1,4,195.544369600242,137310.99511854234
961,23,F,316,0,6643.058989905358,1,1,1,1,0,1,1,1,30.36121545769361,31631.294263826487
817,40,F,844,6,138946.88716056966,1,4,0,0,1,1,0,4,279.50900902351907,128813.94130976712
103,63,F,759,9,193950.9172022707,5,6,0,1,1,0,1,4,434.39579837697437,143210.6333603379
477,48,M,804,6,111423.58352892798,1,6,1,1,1,1,0,4,104.74673762260294,113745.7787102516
455,63,M,773,9,196342.44695317507,5,6,1,0,1,1,1,4,483.43491496321906,145441.18923256872
598,18,M,300,1,8416.227709672732,1,2,1,1,0,1,0,1,21.552163969818167,41214.92314836568
189,52,F,801,5,129531.04532750147,1,6,0,0,0,1,1,4,220.1974023510741,140358.99305070116
835,41,F,801,6,103213.3283908343,1,6,0,0,0,1,1,4,188.6456687564512,124987.71095100824
977,67,M,772,9,198280.5972750368,5,6,1,0,1,1,1,4,463.552527773785,144430.55484866665
757,61,F,766,9,194844.31402770872,6,6,1,1,1,0,0,4,457.2811025322211,148722.18603690196
112,40,F,803,6,117839.1736401816,1,6,0,0,1,1,1,4,262.1547395729629,126895.64783065318
209,65,F,785,9,199709.42944007524,5,6,0,1,1,0,0,4,442.05740949510056,145817.3726641993
