,user,item,rating
11289,92,VSPP25,2
11290,92,MSGT91,2
11291,92,VSPP33,2
11292,92,JCGA69,1
11293,92,MSGT18,1
11294,92,MSWR01,2
11295,92,VSSS09,2
11296,92,VSPP02,1
11297,92,VSSS01,2
11298,92,VSCA76,1
11300,92,MSGT66,2
11301,92,VSSS03,1
11303,92,MSGT26,1
11304,92,VSPP29,1
11305,92,MSPP03,1
11309,92,MSWR07,1
11310,92,VSGA17,2
11311,92,MSGT68,2
11312,92,MSGT20,2
11313,92,MSGT30,1
11315,92,VSPP36,1
11316,92,VSPP20,2
11318,92,VSSS04,1
11319,92,MSGT16,2
11321,92,VSSS07,2
11322,92,JCGA73,1
11323,92,MSGT62,2
11326,92,MSGT40,2
11328,92,VIGI06,1
11329,92,MSGT02,2
11330,92,VSSS02,1
11331,92,MSGT10,1
11332,92,JCGA70,1
11334,92,VSCA25,1
11336,92,MSGT28,2
11338,92,CIS02,2
11339,92,AIS04,2
11340,92,AIS02,2
11341,92,VSSS08,2
11342,92,VSPP32,2
11343,92,MSGT14,2
11344,92,VSPP11,1
11345,92,MSGT67,2
11346,92,VSPP06,2
11347,92,MSGT12,2
11348,92,VCGA63,2
11350,92,MSGT11,2
11352,92,MSGT64,2
11354,92,VSPP05,2
11355,92,MSWR03,1
11356,92,VCBA56,2
11357,92,MSGT08,2
11358,92,JCGA74,1
11360,92,MSGT33,2
11361,92,MSGT65,2
11362,92,MSWR06,1
11363,92,VSPP31,1
11365,92,VSSS10,2
11366,92,MSGT24,1
11367,92,VIGI01,1
11368,92,VSPP14,1
11369,92,MRLP02,1
11370,92,MRLP07,2
11371,92,MSGT46,2
11372,92,MSGT03,2
11373,92,VCBGSC,2
11374,92,MSGT54,1
11375,92,VRLP01,2
11376,92,VCBA65,2
11377,92,VSSS06,1
11378,92,MSGT43,1
11380,92,MSGT04,1
11381,92,MSPP10,2
11382,92,VSPP17,2
11383,92,MSGT44,1
11384,92,VSPP23,1
11385,92,VSPP09,2
11386,92,MSGT35,1
11387,92,MSCA47,2
11388,92,MSGT90,1
11390,92,MSWW04,1
11391,92,MSWR05,1
11393,92,VSPP07,2
11394,92,MSGT34,1
11395,92,MSGT15,2
11397,92,MSGT31,1
11398,92,URLP07,1
11399,92,MSGT32,2
11401,92,MSGA43,1
11402,92,MSGT47,1
11403,92,JCGA75,2
11405,92,MSGT19,2
11406,92,VACM13,2
11407,92,VSPP18,1
11408,93,MSPP02,3
11411,93,MRLP01,3
11413,93,VSPP25,2
11414,93,MSGT91,2
11415,93,VSPP33,3
11416,93,JCGA69,2
11417,93,MSGT18,2
11419,93,VSSS09,2
11420,93,VSPP02,1
11421,93,VSSS01,2
11424,93,MSGT66,2
11425,93,VSSS03,2
11426,93,UPDD01,1
11427,93,MSGT26,2
11428,93,VSPP29,2
11429,93,MSPP03,2
11430,93,VSPP30,3
11431,93,URLP01,2
11432,93,MSGT25,2
11434,93,VSGA17,2
11435,93,MSGT68,2
11436,93,MSGT20,2
11438,93,VSPP03,2
11439,93,VSPP36,2
11440,93,VSPP20,3
11441,93,MSGT55,3
11447,93,MSGT62,2
11448,93,MSPP15,2
11449,93,VSPP37,3
11451,93,VSPP60,2
11452,93,VIGI06,1
11453,93,MSGT02,2
11454,93,VSSS02,2
11455,93,MSGT10,1
11457,93,MSGT07,2
11458,93,VSCA25,2
11460,93,MSGT28,3
11462,93,CIS02,2
11463,93,AIS04,3
11464,93,AIS02,2
11465,93,VSSS08,2
11466,93,VSPP32,2
11467,93,MSGT14,2
11468,93,VSPP11,1
11469,93,MSGT67,2
11470,93,VSPP06,2
11471,93,MSGT12,3
11472,93,VCGA63,2
11473,93,JCGA72,2
11474,93,MSGT11,3
11476,93,MSGT64,1
11477,93,MSGT05,1
11478,93,VSPP05,3
11479,93,MSWR03,2
11482,93,JCGA74,2
11483,93,VSPP24,2
11484,93,MSGT33,2
11485,93,MSGT65,1
11486,93,MSWR06,1
11487,93,VSPP31,2
11489,93,VSSS10,3
11490,93,MSGT24,1
11492,93,VSPP14,2
11493,93,MRLP02,2
11494,93,MRLP07,2
11496,93,MSGT03,2
11497,93,VCBGSC,2
11499,93,VRLP01,3
11500,93,VCBA65,2
11501,93,VSSS06,2
11502,93,MSGT43,2
11503,93,VSPP15,2
11504,93,MSGT04,1
11505,93,MSPP10,2
11506,93,VSPP17,2
11507,93,MSGT44,2
11508,93,VSPP23,1
11509,93,VSPP09,2
11511,93,MSCA47,2
11512,93,MSGT90,1
11513,93,VCGA67,2
11514,93,MSWW04,2
11516,93,MSGT37,2
11519,93,MSGT15,2
11522,93,URLP07,2
11523,93,MSGT32,3
11524,93,MSGT51,2
11525,93,MSGA43,1
11526,93,MSGT47,1
11527,93,JCGA75,3
11529,93,MSGT19,2
11530,93,VACM13,2
11531,93,VSPP18,2
11532,94,MSPP02,2
11534,94,VSPP01,2
11535,94,MRLP01,3
11536,94,UPPP01,2
11537,94,VSPP25,2
11538,94,MSGT91,2
11539,94,VSPP33,3
11540,94,JCGA69,2
11543,94,VSSS09,2
11544,94,VSPP02,1
11546,94,VSCA76,1
11548,94,MSGT66,2
11550,94,UPDD01,1
11552,94,VSPP29,2
11553,94,MSPP03,2
11554,94,VSPP30,3
11555,94,URLP01,2
11556,94,MSGT25,2
11557,94,MSWR07,2
11559,94,MSGT68,2
11560,94,MSGT20,2
11561,94,MSGT30,1
11562,94,VSPP03,2
11563,94,VSPP36,1
11564,94,VSPP20,2
11565,94,MSGT55,2
11568,94,VSPP34,2
11571,94,MSGT62,2
11572,94,MSPP15,2
11574,94,MSGT40,2
11575,94,VSPP60,2
11576,94,VIGI06,1
11577,94,MSGT02,2
11578,94,VSSS02,2
11580,94,JCGA70,1
11581,94,MSGT07,2
11582,94,VSCA25,1
11584,94,MSGT28,3
11585,94,CIS04,3
11588,94,AIS02,2
11589,94,VSSS08,2
11590,94,VSPP32,2
11591,94,MSGT14,2
11592,94,VSPP11,1
11593,94,MSGT67,2
11595,94,MSGT12,3
11596,94,VCGA63,2
11597,94,JCGA72,2
11598,94,MSGT11,3
11599,94,MSGT21,2
11600,94,MSGT64,2
11601,94,MSGT05,1
11602,94,VSPP05,3
11603,94,MSWR03,1
11604,94,VCBA56,2
11605,94,MSGT08,3
11606,94,JCGA74,2
11607,94,VSPP24,2
11609,94,MSGT65,2
11612,94,MSGT49,2
11613,94,VSSS10,2
11614,94,MSGT24,1
11615,94,VIGI01,2
11617,94,MRLP02,2
11619,94,MSGT46,2
11620,94,MSGT03,2
11622,94,MSGT54,1
11623,94,VRLP01,2
11625,94,VSSS06,2
11626,94,MSGT43,1
11628,94,MSGT04,2
11629,94,MSPP10,2
11630,94,VSPP17,2
11631,94,MSGT44,2
11632,94,VSPP23,1
11633,94,VSPP09,2
11634,94,MSGT35,1
11635,94,MSCA47,2
11636,94,MSGT90,2
11637,94,VCGA67,2
11638,94,MSWW04,2
11639,94,MSWR05,2
11640,94,MSGT37,2
11641,94,VSPP07,3
11643,94,MSGT15,2
11644,94,MSGT52,2
11645,94,MSGT31,1
11646,94,URLP07,1
11648,94,MSGT51,2
11649,94,MSGA43,1
11650,94,MSGT47,1
11651,94,JCGA75,3
11652,94,MSGT17,2
11653,94,MSGT19,2
11654,94,VACM13,2
11661,95,VSPP25,1
11662,95,MSGT91,2
11666,95,MSWR01,3
11667,95,VSSS09,2
11668,95,VSPP02,1
11669,95,VSSS01,2
11670,95,VSCA76,1
11672,95,MSGT66,2
11673,95,VSSS03,1
11674,95,UPDD01,1
11675,95,MSGT26,2
11676,95,VSPP29,2
11677,95,MSPP03,2
11678,95,VSPP30,2
11680,95,MSGT25,2
11682,95,VSGA17,2
11683,95,MSGT68,2
11684,95,MSGT20,2
11685,95,MSGT30,1
11687,95,VSPP36,2
11688,95,VSPP20,2
11690,95,VSSS04,1
11693,95,VSSS07,2
11694,95,JCGA73,2
11697,95,VSPP37,3
11698,95,MSGT40,2
11699,95,VSPP60,2
11700,95,VIGI06,1
11702,95,VSSS02,2
11703,95,MSGT10,2
11704,95,JCGA70,2
11705,95,MSGT07,2
11707,95,VSPP04,2
11708,95,MSGT28,3
11709,95,CIS04,2
11710,95,CIS02,2
11711,95,AIS04,3
11712,95,AIS02,2
11713,95,VSSS08,2
11714,95,VSPP32,2
11715,95,MSGT14,2
11716,95,VSPP11,1
11718,95,VSPP06,2
11719,95,MSGT12,3
11721,95,JCGA72,2
11722,95,MSGT11,3
11723,95,MSGT21,2
11724,95,MSGT64,2
11727,95,MSWR03,2
11729,95,MSGT08,3
11731,95,VSPP24,2
11733,95,MSGT65,1
11734,95,MSWR06,1
11736,95,MSGT49,2
11737,95,VSSS10,2
11739,95,VIGI01,2
11740,95,VSPP14,2
11743,95,MSGT46,2
11744,95,MSGT03,2
11746,95,MSGT54,1
11747,95,VRLP01,2
11748,95,VCBA65,2
11752,95,MSGT04,1
11753,95,MSPP10,2
11754,95,VSPP17,1
11755,95,MSGT44,2
11756,95,VSPP23,1
11759,95,MSCA47,2
11760,95,MSGT90,1
11761,95,VCGA67,2
11762,95,MSWW04,2
11764,95,MSGT37,2
11765,95,VSPP07,2
11766,95,MSGT34,1
11767,95,MSGT15,2
11768,95,MSGT52,2
11769,95,MSGT31,1
11771,95,MSGT32,3
11773,95,MSGA43,1
11774,95,MSGT47,1
11775,95,JCGA75,2
11776,95,MSGT17,2
11777,95,MSGT19,2
11779,95,VSPP18,2
11780,96,MSPP02,2
11781,96,MSGT01,2
11782,96,VSPP01,1
11783,96,MRLP01,3
11786,96,MSGT91,2
11787,96,VSPP33,2
11788,96,JCGA69,1
11789,96,MSGT18,1
11790,96,MSWR01,2
11791,96,VSSS09,2
11792,96,VSPP02,2
11795,96,JCUM01,2
11796,96,MSGT66,2
11800,96,VSPP29,1
11801,96,MSPP03,1
11802,96,VSPP30,2
11803,96,URLP01,2
11804,96,MSGT25,1
11806,96,VSGA17,2
11807,96,MSGT68,2
11808,96,MSGT20,2
11809,96,MSGT30,1
11810,96,VSPP03,2
11811,96,VSPP36,1
11812,96,VSPP20,2
11813,96,MSGT55,2
11814,96,VSSS04,1
11816,96,VSPP34,1
11817,96,VSSS07,3
11818,96,JCGA73,2
11822,96,MSGT40,2
11823,96,VSPP60,1
11824,96,VIGI06,1
11825,96,MSGT02,2
11826,96,VSSS02,1
11827,96,MSGT10,1
11828,96,JCGA70,1
11829,96,MSGT07,2
11830,96,VSCA25,1
11832,96,MSGT28,2
11833,96,CIS04,2
11834,96,CIS02,2
11835,96,AIS04,2
11836,96,AIS02,2
11837,96,VSSS08,2
11838,96,VSPP32,2
11839,96,MSGT14,2
11840,96,VSPP11,1
11842,96,VSPP06,2
11843,96,MSGT12,2
11844,96,VCGA63,2
11845,96,JCGA72,1
11846,96,MSGT11,2
11847,96,MSGT21,2
11848,96,MSGT64,2
11849,96,MSGT05,1
11850,96,VSPP05,2
11851,96,MSWR03,1
11852,96,VCBA56,2
11853,96,MSGT08,2
11856,96,MSGT33,2
11858,96,MSWR06,1
11860,96,MSGT49,1
11862,96,MSGT24,2
11863,96,VIGI01,2
11865,96,MRLP02,1
11866,96,MRLP07,2
11867,96,MSGT46,2
11868,96,MSGT03,2
11872,96,VCBA65,2
11873,96,VSSS06,1
11874,96,MSGT43,1
11875,96,VSPP15,1
11876,96,MSGT04,1
11877,96,MSPP10,2
11878,96,VSPP17,2
11879,96,MSGT44,1
11880,96,VSPP23,1
11881,96,VSPP09,2
11882,96,MSGT35,1
11883,96,MSCA47,2
11884,96,MSGT90,1
11885,96,VCGA67,2
11888,96,MSGT37,2
11889,96,VSPP07,2
11890,96,MSGT34,2
11891,96,MSGT15,2
11893,96,MSGT31,1
11894,96,URLP07,1
11895,96,MSGT32,2
11899,96,JCGA75,2
11900,96,MSGT17,1
11901,96,MSGT19,2
11902,96,VACM13,2
11903,96,VSPP18,1
11904,97,MSPP02,3
11905,97,MSGT01,3
11906,97,VSPP01,2
11908,97,UPPP01,2
11909,97,VSPP25,2
11910,97,MSGT91,3
11912,97,JCGA69,2
11913,97,MSGT18,3
11914,97,MSWR01,3
11916,97,VSPP02,2
11918,97,VSCA76,2
11919,97,JCUM01,2
11920,97,MSGT66,3
11922,97,UPDD01,2
11924,97,VSPP29,2
11925,97,MSPP03,3
11927,97,URLP01,3
11928,97,MSGT25,3
11930,97,VSGA17,3
11933,97,MSGT30,2
11934,97,VSPP03,2
11937,97,MSGT55,3
11938,97,VSSS04,2
11939,97,MSGT16,3
11941,97,VSSS07,3
11942,97,JCGA73,3
11943,97,MSGT62,3
11944,97,MSPP15,3
11945,97,VSPP37,3
11946,97,MSGT40,3
11947,97,VSPP60,2
11948,97,VIGI06,1
11949,97,MSGT02,2
11950,97,VSSS02,2
11952,97,JCGA70,2
11954,97,VSCA25,2
11955,97,VSPP04,3
11957,97,CIS04,3
11959,97,AIS04,4
11960,97,AIS02,2
11961,97,VSSS08,3
11963,97,MSGT14,2
11964,97,VSPP11,1
11965,97,MSGT67,3
11966,97,VSPP06,3
11967,97,MSGT12,4
11968,97,VCGA63,3
11969,97,JCGA72,3
11970,97,MSGT11,3
11972,97,MSGT64,2
11973,97,MSGT05,1
11974,97,VSPP05,3
11975,97,MSWR03,2
11976,97,VCBA56,3
11977,97,MSGT08,3
11978,97,JCGA74,3
11979,97,VSPP24,2
11980,97,MSGT33,3
11981,97,MSGT65,2
11982,97,MSWR06,2
11983,97,VSPP31,3
11985,97,VSSS10,3
11986,97,MSGT24,2
11987,97,VIGI01,2
11988,97,VSPP14,2
11989,97,MRLP02,2
11990,97,MRLP07,3
11991,97,MSGT46,3
11992,97,MSGT03,3
11993,97,VCBGSC,3
11994,97,MSGT54,2
11995,97,VRLP01,3
11996,97,VCBA65,3
11997,97,VSSS06,3
11998,97,MSGT43,2
12001,97,MSPP10,3
12002,97,VSPP17,2
12003,97,MSGT44,3
12006,97,MSGT35,2
12007,97,MSCA47,3
12008,97,MSGT90,2
12009,97,VCGA67,3
12010,97,MSWW04,2
12011,97,MSWR05,2
12012,97,MSGT37,3
12013,97,VSPP07,3
12014,97,MSGT34,2
12015,97,MSGT15,2
12017,97,MSGT31,1
12020,97,MSGT51,2
12021,97,MSGA43,1
12023,97,JCGA75,3
12024,97,MSGT17,2
12025,97,MSGT19,3
12026,97,VACM13,3
12027,97,VSPP18,3
12028,98,MSPP02,2
12030,98,VSPP01,2
12031,98,MRLP01,3
12033,98,VSPP25,2
12034,98,MSGT91,2
12035,98,VSPP33,3
12036,98,JCGA69,2
12038,98,MSWR01,2
12039,98,VSSS09,2
12040,98,VSPP02,2
12041,98,VSSS01,2
12042,98,VSCA76,1
12043,98,JCUM01,2
12044,98,MSGT66,2
12045,98,VSSS03,2
12046,98,UPDD01,1
12047,98,MSGT26,2
12048,98,VSPP29,1
12049,98,MSPP03,2
12050,98,VSPP30,2
12051,98,URLP01,2
12052,98,MSGT25,2
12053,98,MSWR07,2
12055,98,MSGT68,2
12056,98,MSGT20,2
12057,98,MSGT30,1
12058,98,VSPP03,2
12060,98,VSPP20,2
12061,98,MSGT55,2
12062,98,VSSS04,1
12063,98,MSGT16,2
12064,98,VSPP34,2
12065,98,VSSS07,3
12066,98,JCGA73,2
12068,98,MSPP15,2
12069,98,VSPP37,2
12070,98,MSGT40,2
12071,98,VSPP60,2
12072,98,VIGI06,1
12073,98,MSGT02,2
12074,98,VSSS02,1
12076,98,JCGA70,2
12078,98,VSCA25,1
12079,98,VSPP04,2
12080,98,MSGT28,2
12082,98,CIS02,2
12084,98,AIS02,2
12085,98,VSSS08,2
12086,98,VSPP32,2
12087,98,MSGT14,2
12088,98,VSPP11,1
12090,98,VSPP06,2
12091,98,MSGT12,3
12092,98,VCGA63,2
12096,98,MSGT64,2
12097,98,MSGT05,1
12098,98,VSPP05,2
12099,98,MSWR03,1
12100,98,VCBA56,2
12101,98,MSGT08,2
12102,98,JCGA74,2
12103,98,VSPP24,2
12105,98,MSGT65,2
12106,98,MSWR06,2
12107,98,VSPP31,2
12108,98,MSGT49,2
12109,98,VSSS10,2
12111,98,VIGI01,2
12113,98,MRLP02,2
12114,98,MRLP07,2
12115,98,MSGT46,2
12116,98,MSGT03,2
12117,98,VCBGSC,2
12118,98,MSGT54,2
12119,98,VRLP01,2
12121,98,VSSS06,2
12122,98,MSGT43,1
12123,98,VSPP15,2
12124,98,MSGT04,2
12127,98,MSGT44,2
12129,98,VSPP09,2
12130,98,MSGT35,1
12131,98,MSCA47,2
12133,98,VCGA67,2
12136,98,MSGT37,2
12137,98,VSPP07,2
12139,98,MSGT15,2
12140,98,MSGT52,2
12141,98,MSGT31,1
12142,98,URLP07,1
12143,98,MSGT32,3
12145,98,MSGA43,1
12146,98,MSGT47,1
12147,98,JCGA75,2
12148,98,MSGT17,2
12150,98,VACM13,2
12151,98,VSPP18,2
12152,99,MSPP02,2
12154,99,VSPP01,2
12155,99,MRLP01,2
12156,99,UPPP01,1
12158,99,MSGT91,2
12159,99,VSPP33,2
12160,99,JCGA69,2
12161,99,MSGT18,2
12163,99,VSSS09,2
12165,99,VSSS01,2
12167,99,JCUM01,1
12168,99,MSGT66,2
12169,99,VSSS03,1
12170,99,UPDD01,1
12171,99,MSGT26,1
12172,99,VSPP29,1
12173,99,MSPP03,2
12174,99,VSPP30,2
12175,99,URLP01,2
12176,99,MSGT25,2
12178,99,VSGA17,2
12179,99,MSGT68,2
12180,99,MSGT20,2
12182,99,VSPP03,1
12183,99,VSPP36,1
12184,99,VSPP20,2
12185,99,MSGT55,2
12186,99,VSSS04,1
12187,99,MSGT16,2
12188,99,VSPP34,2
12189,99,VSSS07,2
12190,99,JCGA73,2
12193,99,VSPP37,2
12194,99,MSGT40,2
12196,99,VIGI06,1
12197,99,MSGT02,1
12198,99,VSSS02,1
12199,99,MSGT10,1
12200,99,JCGA70,1
12201,99,MSGT07,1
12203,99,VSPP04,2
12204,99,MSGT28,2
12205,99,CIS04,2
12206,99,CIS02,2
12208,99,AIS02,1
12209,99,VSSS08,2
12210,99,VSPP32,1
12214,99,VSPP06,2
12215,99,MSGT12,2
12216,99,VCGA63,2
12217,99,JCGA72,2
12218,99,MSGT11,2
12220,99,MSGT64,1
12221,99,MSGT05,1
12222,99,VSPP05,2
12223,99,MSWR03,1
12224,99,VCBA56,2
12225,99,MSGT08,2
12226,99,JCGA74,2
12227,99,VSPP24,1
12229,99,MSGT65,1
12230,99,MSWR06,1
12232,99,MSGT49,2
12233,99,VSSS10,2
12234,99,MSGT24,1
12236,99,VSPP14,2
12237,99,MRLP02,2
12240,99,MSGT03,2
12241,99,VCBGSC,2
12243,99,VRLP01,2
12245,99,VSSS06,2
12246,99,MSGT43,1
12247,99,VSPP15,2
12248,99,MSGT04,1
12250,99,VSPP17,1
12251,99,MSGT44,2
12252,99,VSPP23,1
12253,99,VSPP09,2
12254,99,MSGT35,1
12255,99,MSCA47,2
12257,99,VCGA67,1
12258,99,MSWW04,1
12259,99,MSWR05,2
12261,99,VSPP07,2
12264,99,MSGT52,2
12265,99,MSGT31,1
12266,99,URLP07,1
12267,99,MSGT32,2
12268,99,MSGT51,1
12269,99,MSGA43,1
12270,99,MSGT47,1
12272,99,MSGT17,1
12273,99,MSGT19,2
12274,99,VACM13,1
12275,99,VSPP18,2
12276,100,MSPP02,3
12277,100,MSGT01,3
12278,100,VSPP01,2
12280,100,UPPP01,2
12282,100,MSGT91,3
12283,100,VSPP33,4
12284,100,JCGA69,2
12285,100,MSGT18,3
12286,100,MSWR01,3
12287,100,VSSS09,2
12288,100,VSPP02,2
12289,100,VSSS01,2
12290,100,VSCA76,1
12292,100,MSGT66,2
12293,100,VSSS03,2
12295,100,MSGT26,2
12296,100,VSPP29,2
12297,100,MSPP03,2
12298,100,VSPP30,3
12300,100,MSGT25,3
12301,100,MSWR07,3
12302,100,VSGA17,2
12303,100,MSGT68,3
12305,100,MSGT30,2
12306,100,VSPP03,2
12307,100,VSPP36,2
12308,100,VSPP20,3
12310,100,VSSS04,2
12311,100,MSGT16,3
12312,100,VSPP34,2
12313,100,VSSS07,3
12314,100,JCGA73,2
12318,100,MSGT40,3
12319,100,VSPP60,2
12320,100,VIGI06,1
12321,100,MSGT02,2
12322,100,VSSS02,2
12323,100,MSGT10,2
12326,100,VSCA25,2
12327,100,VSPP04,2
12328,100,MSGT28,3
12329,100,CIS04,3
12330,100,CIS02,3
12332,100,AIS02,2
12333,100,VSSS08,3
12334,100,VSPP32,2
12335,100,MSGT14,2
12336,100,VSPP11,1
12337,100,MSGT67,3
12339,100,MSGT12,3
12340,100,VCGA63,3
12341,100,JCGA72,2
12342,100,MSGT11,3
12344,100,MSGT64,2
12345,100,MSGT05,1
12347,100,MSWR03,1
12348,100,VCBA56,3
12349,100,MSGT08,3
12350,100,JCGA74,2
12351,100,VSPP24,2
12352,100,MSGT33,2
12353,100,MSGT65,2
12354,100,MSWR06,2
12356,100,MSGT49,2
12357,100,VSSS10,3
12358,100,MSGT24,2
12359,100,VIGI01,2
12360,100,VSPP14,2
12361,100,MRLP02,2
12362,100,MRLP07,3
12364,100,MSGT03,3
12365,100,VCBGSC,2
12366,100,MSGT54,2
12367,100,VRLP01,3
12368,100,VCBA65,2
12371,100,VSPP15,2
12373,100,MSPP10,2
12374,100,VSPP17,2
12376,100,VSPP23,2
12377,100,VSPP09,3
12379,100,MSCA47,3
12380,100,MSGT90,2
12381,100,VCGA67,2
12382,100,MSWW04,2
12383,100,MSWR05,2
12385,100,VSPP07,3
12386,100,MSGT34,2
12387,100,MSGT15,2
12390,100,URLP07,2
12391,100,MSGT32,3
12392,100,MSGT51,2
12393,100,MSGA43,1
12395,100,JCGA75,2
12396,100,MSGT17,2
12397,100,MSGT19,2
12398,100,VACM13,2
12401,101,MSGT01,2
12402,101,VSPP01,2
12403,101,MRLP01,3
12404,101,UPPP01,1
12405,101,VSPP25,2
12408,101,JCGA69,2
12409,101,MSGT18,2
12411,101,VSSS09,2
12412,101,VSPP02,1
12413,101,VSSS01,2
12415,101,JCUM01,1
12416,101,MSGT66,1
12417,101,VSSS03,1
12419,101,MSGT26,2
12420,101,VSPP29,1
12421,101,MSPP03,2
12422,101,VSPP30,2
12424,101,MSGT25,2
12425,101,MSWR07,2
12426,101,VSGA17,2
12429,101,MSGT30,1
12430,101,VSPP03,2
12432,101,VSPP20,2
12434,101,VSSS04,1
12438,101,JCGA73,1
12439,101,MSGT62,2
12440,101,MSPP15,2
12442,101,MSGT40,2
12443,101,VSPP60,2
12445,101,MSGT02,1
12446,101,VSSS02,2
12448,101,JCGA70,1
12450,101,VSCA25,1
12451,101,VSPP04,2
12452,101,MSGT28,3
12453,101,CIS04,2
12456,101,AIS02,2
12457,101,VSSS08,2
12459,101,MSGT14,2
12460,101,VSPP11,1
12461,101,MSGT67,2
12462,101,VSPP06,2
12463,101,MSGT12,2
12464,101,VCGA63,2
12465,101,JCGA72,2
12467,101,MSGT21,2
12468,101,MSGT64,1
12470,101,VSPP05,2
12471,101,MSWR03,1
12472,101,VCBA56,2
12473,101,MSGT08,2
12474,101,JCGA74,2
12476,101,MSGT33,2
12477,101,MSGT65,1
12478,101,MSWR06,1
12479,101,VSPP31,2
12480,101,MSGT49,2
12481,101,VSSS10,2
12483,101,VIGI01,2
12485,101,MRLP02,1
12486,101,MRLP07,2
12487,101,MSGT46,2
12488,101,MSGT03,2
12489,101,VCBGSC,2
12490,101,MSGT54,1
12492,101,VCBA65,2
12493,101,VSSS06,2
12494,101,MSGT43,1
12495,101,VSPP15,2
12496,101,MSGT04,1
12497,101,MSPP10,2
12499,101,MSGT44,2
12500,101,VSPP23,1
12502,101,MSGT35,1
12503,101,MSCA47,2
12504,101,MSGT90,1
12506,101,MSWW04,2
12509,101,VSPP07,2
12512,101,MSGT52,2
12513,101,MSGT31,1
12514,101,URLP07,1
12515,101,MSGT32,2
12518,101,MSGT47,1
12519,101,JCGA75,2
12520,101,MSGT17,2
12521,101,MSGT19,2
12522,101,VACM13,2
12524,102,MSPP02,2
12526,102,VSPP01,1
12527,102,MRLP01,2
12528,102,UPPP01,1
12529,102,VSPP25,1
12530,102,MSGT91,1
12531,102,VSPP33,2
12533,102,MSGT18,1
12534,102,MSWR01,1
12536,102,VSPP02,1
12537,102,VSSS01,1
12538,102,VSCA76,1
12540,102,MSGT66,1
12541,102,VSSS03,1
12542,102,UPDD01,1
12543,102,MSGT26,1
12544,102,VSPP29,1
12545,102,MSPP03,1
12546,102,VSPP30,2
12548,102,MSGT25,1
12550,102,VSGA17,1
12553,102,MSGT30,1
12554,102,VSPP03,1
12556,102,VSPP20,1
12557,102,MSGT55,1
12558,102,VSSS04,1
12559,102,MSGT16,1
12561,102,VSSS07,2
12562,102,JCGA73,1
12564,102,MSPP15,1
12565,102,VSPP37,1
12566,102,MSGT40,2
12568,102,VIGI06,1
12569,102,MSGT02,1
12570,102,VSSS02,1
12571,102,MSGT10,1
12572,102,JCGA70,1
12575,102,VSPP04,1
12576,102,MSGT28,1
12577,102,CIS04,1
12578,102,CIS02,2
12579,102,AIS04,1
12581,102,VSSS08,2
12582,102,VSPP32,1
12583,102,MSGT14,1
12584,102,VSPP11,1
12586,102,VSPP06,1
12587,102,MSGT12,2
12589,102,JCGA72,1
12591,102,MSGT21,1
12592,102,MSGT64,1
12593,102,MSGT05,1
12595,102,MSWR03,1
12596,102,VCBA56,1
12597,102,MSGT08,2
12601,102,MSGT65,1
12604,102,MSGT49,1
12605,102,VSSS10,1
12606,102,MSGT24,1
12607,102,VIGI01,1
12609,102,MRLP02,1
12611,102,MSGT46,1
12612,102,MSGT03,2
12613,102,VCBGSC,1
12614,102,MSGT54,1
12615,102,VRLP01,1
12616,102,VCBA65,2
12618,102,MSGT43,1
12619,102,VSPP15,1
12621,102,MSPP10,1
12622,102,VSPP17,1
12624,102,VSPP23,1
12626,102,MSGT35,1
12627,102,MSCA47,1
12628,102,MSGT90,1
12629,102,VCGA67,2
12630,102,MSWW04,1
12631,102,MSWR05,1
12632,102,MSGT37,1
12634,102,MSGT34,1
12635,102,MSGT15,2
12637,102,MSGT31,1
12638,102,URLP07,1
12640,102,MSGT51,1
12641,102,MSGA43,1
12642,102,MSGT47,1
12643,102,JCGA75,2
12646,102,VACM13,1
12647,102,VSPP18,1
12650,103,VSPP01,2
12652,103,UPPP01,1
12653,103,VSPP25,1
12654,103,MSGT91,2
12655,103,VSPP33,3
12656,103,JCGA69,2
12658,103,MSWR01,2
12659,103,VSSS09,2
12660,103,VSPP02,1
12662,103,VSCA76,1
12663,103,JCUM01,1
12664,103,MSGT66,2
12665,103,VSSS03,1
12666,103,UPDD01,1
12667,103,MSGT26,1
12670,103,VSPP30,3
12671,103,URLP01,2
12672,103,MSGT25,2
12673,103,MSWR07,2
12674,103,VSGA17,2
12676,103,MSGT20,2
12677,103,MSGT30,1
12678,103,VSPP03,2
12680,103,VSPP20,2
12681,103,MSGT55,2
12682,103,VSSS04,1
12683,103,MSGT16,2
12685,103,VSSS07,2
12688,103,MSPP15,2
12689,103,VSPP37,2
12690,103,MSGT40,2
12691,103,VSPP60,1
12694,103,VSSS02,1
12696,103,JCGA70,1
12697,103,MSGT07,1
12698,103,VSCA25,1
12699,103,VSPP04,2
12700,103,MSGT28,2
12701,103,CIS04,2
12702,103,CIS02,2
12703,103,AIS04,2
12705,103,VSSS08,2
12706,103,VSPP32,2
12707,103,MSGT14,1
12708,103,VSPP11,1
12709,103,MSGT67,2
12714,103,MSGT11,3
12715,103,MSGT21,1
12717,103,MSGT05,1
12718,103,VSPP05,2
12719,103,MSWR03,1
12720,103,VCBA56,2
12722,103,JCGA74,2
12724,103,MSGT33,2
12725,103,MSGT65,1
12726,103,MSWR06,2
12727,103,VSPP31,2
12730,103,MSGT24,1
12731,103,VIGI01,1
